#51,2003976,34647,39.53,42.34,0.00,957.29,1.87,0.26,-0.34,-39.20,-0.82,2.53,0.00,39.53,2,0,2000,487.80,-21.942293,-48.951912,12,0,-121
#51,2004436,34670,60.00,42.34,0.00,954.96,3.94,0.19,-0.12,-39.20,-1.67,1.31,102.70,60.00,2,0,2000,487.80,-21.942249,-48.951851,12,0,-118
#51,2004896,34693,88.85,42.34,0.00,951.70,4.79,0.31,-0.30,-1.87,-0.07,0.70,0.00,88.85,2,0,2000,488.70,-21.942249,-48.951851,10,0,-113
#51,2005336,34715,117.41,42.34,0.00,948.47,4.51,0.06,-0.06,1.78,-0.49,0.50,0.00,117.41,2,0,2000,488.70,-21.942249,-48.951851,10,0,-117
#51,2005796,34738,149.89,42.33,0.00,944.82,4.45,0.18,-0.17,1.88,0.40,-0.09,0.00,149.89,2,0,2000,489.80,-21.942163,-48.951820,9,0,-118
#51,2006236,34760,178.52,42.33,0.00,941.61,4.06,-0.03,-0.01,1.65,0.67,0.60,0.00,178.52,2,0,2000,489.80,-21.942163,-48.951820,9,0,-115
#51,2007156,34806,233.37,42.32,0.00,935.47,3.75,0.11,-0.19,1.27,0.28,-0.15,0.00,233.37,2,0,2000,493.00,-21.942064,-48.951828,10,0,-117
#51,2007596,34828,254.75,42.32,0.00,933.09,3.49,0.07,-0.17,1.14,0.45,0.11,92.67,254.75,2,0,2000,495.60,-21.941874,-48.951851,10,0,-115
#51,2008076,34852,275.55,42.31,0.00,930.78,3.25,-0.11,-0.05,1.05,0.46,0.23,82.94,275.55,2,0,2000,495.60,-21.941874,-48.951851,10,0,-113
#51,2008516,34874,292.56,42.32,0.00,928.90,3.15,0.03,-0.00,0.91,0.38,0.39,73.41,292.56,2,0,2000,510.80,-21.941610,-48.951939,7,0,-121
#51,2008976,34897,307.68,42.31,0.00,927.22,3.07,0.14,-0.09,0.80,0.05,-0.01,64.79,307.68,2,0,2000,510.80,-21.941610,-48.951939,7,0,-115
